experiment,path_family,session_id,trial,pair_id,raw_file,state_label,path_label,target_label,target_F_N,d_target_mm,d_preload_mm,preload_extra_mm,preload_hold_s,recovery_s,F_N,d_mm,Bx_uT,By_uT,Bz_uT,Bmag_uT,delta_Bx_from_B0_uT,delta_By_from_B0_uT,delta_Bz_from_B0_uT,summary_window_s,state_n_samples,state_duration_s,pair_delta_F_N,pair_delta_d_mm,pair_delta_Bvec_uT,pair_verdict,source_kind,source_state_csv,cycle_index,state_index,branch,path_mode,phase
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_171435,3,3,decouple_data\session_20260614_171435\same_f_path_hold_time_B_hold030_375_hold030_rep3.csv,preload_deep,preload_deep,,3.75,,,0.4,30.0,,6.0685,2.74,-554.122,5961.317,7134.16,9314.06315,-87.2972,2748.8419,4637.7268,10.0,114,9.996300000000002,0.0156,0.12,347.7529,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_171435,3,3,decouple_data\session_20260614_171435\same_f_path_hold_time_B_hold030_375_hold030_rep3.csv,unloading_target,return_unloading,,3.75,,,0.4,30.0,,3.7882,2.48,-561.333,5732.0355,6619.184,8773.811099999999,-94.5082,2519.5604000000003,4122.7508,10.0,114,9.998199999999997,0.0156,0.12,347.7529,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_175601,1,1,decouple_data\session_20260614_175601\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,loading_target,direct_loading,,3.75,,,0.4,90.0,,3.6767,2.38,-571.55,5441.453,6168.58,8245.443,-101.3063,2254.7136,3724.8675000000003,10.0,114,9.997499999999995,-0.02395,0.16,440.9849,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_175601,1,1,decouple_data\session_20260614_175601\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,preload_deep,preload_deep,,3.75,,,0.4,90.0,,5.3864,2.77,-559.53,5888.597,6964.76,9137.87685,-89.2863,2701.8576,4521.0475,10.0,114,9.997399999999999,-0.02395,0.16,440.9849,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_175601,1,1,decouple_data\session_20260614_175601\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,unloading_target,return_unloading,,3.75,,,0.4,90.0,,3.65275,2.54,-565.54,5693.872,6530.127,8682.10905,-95.2963,2507.1326,4086.4145,10.0,114,9.997099999999996,-0.02395,0.16,440.9849,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_183107,1,2,decouple_data\session_20260614_183107\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,loading_target,direct_loading,,3.75,,,0.4,90.0,,3.7826,2.4,-571.55,5589.898,6442.039,8548.10325,-100.9083,2396.1257,3980.9024,10.0,114,9.9972,-0.0071,0.1,296.2081,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_183107,1,2,decouple_data\session_20260614_183107\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,preload_deep,preload_deep,,3.75,,,0.4,90.0,,6.08795,2.78,-557.126,6019.615,7211.6,9410.930100000001,-86.4843,2825.8427,4750.4634,10.0,114,9.997500000000002,-0.0071,0.1,296.2081,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_183107,1,2,decouple_data\session_20260614_183107\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,unloading_target,return_unloading,,3.75,,,0.4,90.0,,3.7755,2.5,-564.939,5772.3035,6675.328,8842.9705,-94.2973,2578.5312,4214.1914,10.0,114,9.9987,-0.0071,0.1,296.2081,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_193530,1,3,decouple_data\session_20260614_193530\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,loading_target,direct_loading,,3.75,,,0.4,90.0,,3.6664,2.32,-578.162,5426.426,6210.2029999999995,8267.4225,-104.8992,2217.4589,3708.9677,10.0,114,9.996699999999997,0.0322,0.14,392.5063,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_193530,1,3,decouple_data\session_20260614_193530\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,preload_deep,preload_deep,,3.75,,,0.4,90.0,,5.40835,2.71,-567.343,5875.375,7009.288,9163.798050000001,-94.0802,2666.4079,4508.0527,10.0,114,9.997400000000013,0.0322,0.14,392.5063,formal_strong,,,,,,,
3.4B same-F preload-hold-time dosage,same_F_different_d,session_20260614_193530,1,3,decouple_data\session_20260614_193530\same_f_path_hold_time_B_hold090_375_hold090_rep1.csv,unloading_target,return_unloading,,3.75,,,0.4,90.0,,3.6986,2.46,-573.955,5657.813,6527.226,8656.9215,-100.6922,2448.8459,4025.9907,10.0,114,9.996699999999997,0.0322,0.14,392.5063,formal_strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep1.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,30.0,10.8359,3.38,-576.358,7115.237,8514.528,11111.701649999999,-102.5839,3901.4086,5996.3755,10.0,114,9.996899999999997,-2.1732,0.02,257.0133,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep1.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,30.0,16.2887,3.78,-589.581,7853.866,9202.773,12113.21815,-115.8069,4640.0376,6684.6205,10.0,114,9.996399999999998,-2.1732,0.02,257.0133,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep1.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,30.0,8.6627,3.4,-587.777,7344.218,8630.688,11348.22905,-114.0029,4130.3896,6112.5355,10.0,114,9.995399999999997,-2.1732,0.02,257.0133,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep2.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,30.0,10.54515,3.38,-575.757,7076.773,8485.005000000001,11063.6771,-101.6526,3854.1207,5953.7557,10.0,114,9.997,-2.0944,0.02,253.4339,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep2.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,30.0,15.94415,3.78,-588.378,7811.797,9180.512,12068.7241,-114.2736,4589.1447,6649.2627,10.0,114,9.9972,-2.0944,0.02,253.4339,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep2.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,30.0,8.45075,3.4,-587.777,7300.944,8602.613,11298.342100000002,-113.6726,4078.2917,6071.3637,10.0,114,9.996200000000002,-2.0944,0.02,253.4339,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep3.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,30.0,10.7091,3.38,-576.358,7108.624,8531.952,11120.48975,-100.7411,3882.5925,5993.3882,10.0,114,9.996299999999998,-2.1246,0.0,248.2545,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep3.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,30.0,16.24835,3.78,-590.782,7843.047,9215.8445,12115.9035,-115.1651,4617.0155,6677.280699999999,10.0,114,9.9969,-2.1246,0.0,248.2545,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,1,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec030_rep3.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,30.0,8.5845,3.38,-588.979,7331.597,8640.368,11347.4357,-113.3621,4105.5655,6101.8042,10.0,114,9.9966,-2.1246,0.0,248.2545,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep1.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,120.0,10.4702,3.38,-575.757,7070.762,8500.976,11071.930199999999,-100.5541,3851.6878,5971.2331,10.0,114,9.997700000000002,-2.0774,0.0,240.2891,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep1.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,120.0,15.9213,3.78,-590.181,7797.973,9187.77,12065.11985,-114.9781,4578.8988,6658.027099999999,10.0,114,9.996200000000002,-2.0774,0.0,240.2891,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep1.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,120.0,8.3928,3.38,-588.378,7285.32,8608.421,11293.0367,-113.1751,4066.2458,6078.6781,10.0,114,9.9966,-2.0774,0.0,240.2891,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep2.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,120.0,10.651399999999999,3.38,-576.358,7101.415,8548.405,11127.88685,-101.6844,3880.0802,6012.5722,10.0,114,9.996400000000001,-2.095,0.0,244.5518,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep2.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,120.0,16.2488,3.78,-593.788,7834.3315,9227.941,12119.928199999998,-119.1144,4612.9967,6692.1082,10.0,114,9.996100000000002,-2.095,0.0,244.5518,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep2.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,120.0,8.5564,3.38,-591.383,7321.981,8652.954,11351.39375,-116.7094,4100.6462,6117.1212,10.0,114,9.997499999999995,-2.095,0.0,244.5518,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep3.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,120.0,10.4126,3.38,-575.156,7064.151,8517.434,11080.780149999999,-100.0327,3839.8231,5976.9151,10.0,114,9.996899999999997,-2.06225,0.0,240.6919,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep3.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,120.0,15.892050000000001,3.78,-591.383,7795.57,9205.68,12077.7447,-116.2597,4571.2421,6665.1611,10.0,114,9.997399999999999,-2.06225,0.0,240.6919,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,2,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec120_rep3.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,120.0,8.35035,3.38,-588.979,7280.512,8621.978,11300.01365,-113.8557,4056.1841,6081.4591,10.0,114,9.9955,-2.06225,0.0,240.6919,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep1.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,300.0,10.64405,3.38,-577.56,7103.816,8556.154,11135.82085,-100.999,3880.3557,6018.9388,10.0,114,9.996300000000005,-2.1015,0.0,239.5458,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep1.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,300.0,16.2444,3.78,-591.985,7832.229,9241.498,12128.961650000001,-115.424,4608.7687,6704.2828,10.0,114,9.996299999999998,-2.1015,0.0,239.5458,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,1,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep1.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,300.0,8.54255,3.38,-590.782,7320.778,8656.826,11352.5327,-114.221,4097.3177,6119.6108,10.0,114,9.996400000000001,-2.1015,0.0,239.5458,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep2.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,300.0,10.2122,3.38,-575.757,7030.496,8486.453,11035.705249999999,-100.3903,3807.8499,5947.1957,10.0,114,9.9966,-2.0672,0.0,220.1791,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep2.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,300.0,15.597850000000001,3.78,-592.585,7754.701,9188.255,12037.7901,-117.2183,4532.0549,6648.9977,10.0,114,9.996500000000001,-2.0672,0.0,220.1791,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,2,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep2.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,300.0,8.145,3.38,-589.581,7225.821,8587.13,11238.039850000001,-114.2143,4003.1749,6047.8727,10.0,114,9.997299999999996,-2.0672,0.0,220.1791,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep3.csv,direct_target,direct_loading,340,,3.4,3.8,,30.0,300.0,10.2086,3.38,-576.358,7020.88,8493.232,11033.609550000001,-100.498,3798.6352,5951.5373,10.0,114,9.996500000000005,-2.0164,0.0,230.5345,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep3.csv,preload_deep,preload_deep,340,,3.4,3.8,,30.0,300.0,15.6218,3.78,-592.585,7743.882,9196.97,12037.5218,-116.725,4521.6372,6655.2753,10.0,113,9.9968,-2.0164,0.0,230.5345,strong,,,,,,,
3.5A same-d recovery-time path memory,same_d_different_F,session_20260614_201905,3,3,decouple_data\session_20260614_201905\recovery_time_path_memory_3p5A_340_pre380_rec300_rep3.csv,return_target,return_unloading,340,,3.4,3.8,,30.0,300.0,8.1922,3.38,-590.181,7222.815,8603.583,11249.33255,-114.321,4000.5702,6061.8883,10.0,114,9.9966,-2.0164,0.0,230.5345,strong,,,,,,,
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,6.4891,2.98,-572.152,6199.914,7553.304,9788.3286,-95.7935,3002.0556,5044.4579,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,7.3014,3.08,-572.152,6346.557,7748.84,10032.7586,-95.7935,3148.6986,5239.9939,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,8.073,3.19,-574.555,6513.037,7949.216,10291.7517,-98.1965,3315.1786,5440.3699,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,8.92225,3.29,-576.959,6682.514,8144.752,10551.1712,-100.6005,3484.6556,5635.9059,5.0,114,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,9.856,3.38,-579.363,6858.608,8348.031,10819.3936,-103.0045,3660.7496,5839.1849,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,10.896,3.48,-582.6685,7037.709,8539.696,11081.507,-106.31,3839.8506,6030.8499,5.0,112,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,12.0261,3.58,-586.575,7214.4,8729.423,11339.8192,-110.2165,4016.5416,6220.5769,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,14.38325,3.79,-598.595,7596.637,9093.391,11863.453,-122.2365,4398.7786,6584.5449,5.0,114,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,10.1825,3.6,-597.994,7404.919,8840.746,11547.6937,-121.6355,4207.0606,6331.8999,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,8.3749,3.48,-596.792,7216.205,8632.624,11267.5606,-120.4335,4018.3466,6123.7779,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,7.51125,3.4,-596.191,7102.015,8505.818,11097.1021,-119.8325,3904.1566,5996.9719,5.0,114,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_112044,1,1,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,6.3657,3.29,-596.191,6907.89,8272.53,10794.2068,-119.8325,3710.0316,5763.6839,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_112044\local_minor_loop_dense_5p1B_state_summary.csv,1.0,12.0,unloading,return_unloading,unloading_dense
